candidate_id,experience_years,experience_level,domain,skills_list,skills,education,desired_salary_min,desired_salary_max,preferred_locations,open_to_remote,willing_to_relocate
CAND_000277,2,Entry Level,Backend,"['graphbased algorithms', 'microservices', 'image models', 'training and assistance', 'apis', 'experience in business intelligence or analytics', 'java', 'scala']","graphbased algorithms, microservices, image models, training and assistance, apis, experience in business intelligence or analytics, java, scala",Bachelor's in Computer Science,73917,110833,Remote,True,False
CAND_000278,3,Mid Level,Backend,"['cash advance underwriting', 'microservices', '* familiarity with standard security frameworks', 'apis', 'metricsdriven analysis', 'electroencephalogram', 'tensorflow mlir', 'cancer detection', 'java', 'scala']","cash advance underwriting, microservices, * familiarity with standard security frameworks, apis, metricsdriven analysis, electroencephalogram, tensorflow mlir, cancer detection, java, scala",Master's in Computer Science,93154,124788,"Austin, TX, Seattle, WA",False,True
CAND_000279,1,Entry Level,BI,"['business intelligence', 'ctrip', 'census data', ""bachelor or master's degree"", 'tableau', 'excel', 'behavioral aspects of transportation', 'data visualization']","business intelligence, ctrip, census data, bachelor or master's degree, tableau, excel, behavioral aspects of transportation, data visualization",Bachelor's in Computer Science,64214,92114,"Seattle, WA, Remote, New York, NY",True,False
CAND_000280,4,Mid Level,Data,"['data analysis', 'pandas', 'studentfocused activities', 'bigquery sql', 'sql', 'numpy', 'sprint review', 'aviation industry', 'routine laboratory tasks', 'pydata packages', 'python', 'statistics', 'gmp']","data analysis, pandas, studentfocused activities, bigquery sql, sql, numpy, sprint review, aviation industry, routine laboratory tasks, pydata packages, python, statistics, gmp",Master's in Computer Science,109754,141392,"Chicago, IL, Seattle, WA",False,True
CAND_000281,8,Senior,BI,"['business intelligence', 'healthcare quality', 'housing association/local authority databases', 'database systems management', 'pension and retirement benefits', 'elasticsearch', 'tableau', 'power bi', 'routine activities', 'excel', 'ms&a tools', 'data visualization', 'blockchain ecosystem', 'enterpriseclass analytic models']","business intelligence, healthcare quality, housing association/local authority databases, database systems management, pension and retirement benefits, elasticsearch, tableau, power bi, routine activities, excel, ms&a tools, data visualization, blockchain ecosystem, enterpriseclass analytic models",Master's in Applied Mathematics,167485,205264,"Remote, San Francisco, CA",True,False
CAND_000282,13,Leadership,BI,"['business intelligence', 'social media', 'cognos analytics', 'nested crossvalidation', 'clinical finance', 'tableau', 'power bi', 'clinical data interpretation', 'data repair apis', 'excel', 'energy storage', 'substrate fabrication techniques (spin coating dip coating blade casting liquid crystal device fabrication)', 'data visualization', 'medical device or pharmaceutical industry experience', 'data governance program']","business intelligence, social media, cognos analytics, nested crossvalidation, clinical finance, tableau, power bi, clinical data interpretation, data repair apis, excel, energy storage, substrate fabrication techniques (spin coating dip coating blade casting liquid crystal device fabrication), data visualization, medical device or pharmaceutical industry experience, data governance program",PhD in Machine Learning,160882,184338,"Austin, TX, San Francisco, CA",False,True
CAND_000283,10,Senior,ML,"['nlp', 'technologydriven business intelligence tools', 'deep learning', 'personnel qualification manual', ""bachelor's or master's degree in computer science information technology data science or related field"", 'user experience design', 'tensorflow', 'machine learning', 'commitment delivery', 'mba/ms in engineering statistics computer science operations research business analytics or information systems', 'pytorch', 'computer vision']","nlp, technologydriven business intelligence tools, deep learning, personnel qualification manual, bachelor's or master's degree in computer science information technology data science or related field, user experience design, tensorflow, machine learning, commitment delivery, mba/ms in engineering statistics computer science operations research business analytics or information systems, pytorch, computer vision",Master's in Computer Science,155097,178263,"Austin, TX, Boston, MA",False,True
CAND_000284,13,Leadership,ML,"['nlp', 'relationship building skills', 'deep learning', 'discount cash flow model', 'collaborative attitude', 'multiplexing immunohistochemistry', 'ssh', 'tensorflow', 'machine learning', 'understanding of technology concepts', 'web analytics platforms', 'coso', 'pytorch', 'external engagements', 'computer vision', 'star schema data modeling']","nlp, relationship building skills, deep learning, discount cash flow model, collaborative attitude, multiplexing immunohistochemistry, ssh, tensorflow, machine learning, understanding of technology concepts, web analytics platforms, coso, pytorch, external engagements, computer vision, star schema data modeling",PhD in Machine Learning,201426,238976,"Boston, MA, Chicago, IL, San Francisco, CA",False,False
CAND_000285,13,Leadership,BI,"['consistency checks', 'business intelligence', 'machine learning applications', 'tax implications', 'omics data', 'research and publications', 'systemlevel performance modelling', 'cloud warehousing', 'tableau', 'blueprinting', 'power bi', 'banks', 'wet chemistry testing', 'excel', 'experience with cloud computing', 'data visualization']","consistency checks, business intelligence, machine learning applications, tax implications, omics data, research and publications, systemlevel performance modelling, cloud warehousing, tableau, blueprinting, power bi, banks, wet chemistry testing, excel, experience with cloud computing, data visualization",PhD in Machine Learning,182774,210743,"Chicago, IL, Seattle, WA, New York, NY",False,False
CAND_000286,4,Mid Level,Data,"['data analysis', 'study documentation review', 'federal procurement data systems', 'pandas', 'ability to work in a competitive environment', 'sql', 'numpy', 'adobe launchpad', 'clinical practice', 'python', 'statistics', 'direct to consumer']","data analysis, study documentation review, federal procurement data systems, pandas, ability to work in a competitive environment, sql, numpy, adobe launchpad, clinical practice, python, statistics, direct to consumer",Master's in Computer Science,114874,139620,"New York, NY, San Francisco, CA",False,False
CAND_000287,5,Mid Level,ML,"['nlp', 'data release', 'deep learning', 'epic caboodle data model fundamentals', 'ifs', 'tensorflow', 'machine learning', 'pytorch', 'computer vision', 'data governance program']","nlp, data release, deep learning, epic caboodle data model fundamentals, ifs, tensorflow, machine learning, pytorch, computer vision, data governance program",Bachelor's in Engineering,113805,138189,"San Francisco, CA",False,False
CAND_000288,1,Entry Level,ML,"['nlp', 'certifications in cloud technologies and machine learning', 'deep learning', 'experience: 5+ years of related experience', 'experience with organic/polymer materials processing', 'machine learning', 'committees and forums', 'computer vision']","nlp, certifications in cloud technologies and machine learning, deep learning, experience: 5+ years of related experience, experience with organic/polymer materials processing, machine learning, committees and forums, computer vision",Bachelor's in Computer Science,79565,107368,"San Francisco, CA, Chicago, IL",False,False
CAND_000289,2,Entry Level,DE,"['gcp', 'aws', 'etl', 'cardiovascular disorders', 'data engineering', 'questioning', 'criminal justice', 'airflow', 'knowledge management', 'spark']","gcp, aws, etl, cardiovascular disorders, data engineering, questioning, criminal justice, airflow, knowledge management, spark",Bachelor's in Data Science,62388,90916,"Boston, MA, New York, NY, Chicago, IL",False,True
CAND_000290,2,Entry Level,Data,"['data analysis', 'supervisory/people management', 'sql', 'wireless', 'histomorphometry', 'probabilistic inference', 'python', 'statistics']","data analysis, supervisory/people management, sql, wireless, histomorphometry, probabilistic inference, python, statistics",Bachelor's in Data Science,77525,99709,"New York, NY, Remote, Boston, MA",True,False
CAND_000291,11,Leadership,DE,"['gcp', 'advertising technology', 'work in healthcare setting', 'aws', 'etl', 'magazine research', 'peripheral devices', 'hadoop', 'data engineering', 'data enhancements', ""bachelor's degree in computer science or business administration"", 'cloud telemetry', 'junior staff', ""bachelor's degree ideally in a business or quantitative subject (e.g. computer science mathematics engineering science economics or finance)"", 'prm', 'airflow', 'spark', 'catered lunch']","gcp, advertising technology, work in healthcare setting, aws, etl, magazine research, peripheral devices, hadoop, data engineering, data enhancements, bachelor's degree in computer science or business administration, cloud telemetry, junior staff, bachelor's degree ideally in a business or quantitative subject (e.g. computer science mathematics engineering science economics or finance), prm, airflow, spark, catered lunch",Master's in Computer Science,221026,243704,"Austin, TX, New York, NY, Chicago, IL",False,True
CAND_000292,2,Entry Level,BI,"['business intelligence', '5+ years of experience building data frameworks', 'generation efficiency', 'tableau server administration', 'tableau', 'power bi', 'excel', 'combat development/defense acquisition', 'data visualization', 'bank holidays']","business intelligence, 5+ years of experience building data frameworks, generation efficiency, tableau server administration, tableau, power bi, excel, combat development/defense acquisition, data visualization, bank holidays",Bachelor's in Computer Science,78976,106166,"Remote, New York, NY",True,True
CAND_000293,9,Senior,Backend,"['hybrid onsite', 'patent development', 'microservices', 'adw', 'llm training', 'microsoft data products', 'apis', 'child abuse history check', 'liquidity risk analytics', 'hr generalist or finance experience', 'java', 'scala']","hybrid onsite, patent development, microservices, adw, llm training, microsoft data products, apis, child abuse history check, liquidity risk analytics, hr generalist or finance experience, java, scala",Master's in Applied Mathematics,179342,214621,"San Francisco, CA, Seattle, WA",False,True
CAND_000294,6,Senior,Data,"['data analysis', 'dynamic routing', 'pandas', 'analytical assessments', 'public program management', 'building algorithms', 'sql', 'numpy', 'aidriven insights', 'qualitative data', 'business analyst certification', 'nutrients', 'marine systems', 'python', 'statistics']","data analysis, dynamic routing, pandas, analytical assessments, public program management, building algorithms, sql, numpy, aidriven insights, qualitative data, business analyst certification, nutrients, marine systems, python, statistics",Master's in Applied Mathematics,171344,205818,"Boston, MA, Austin, TX",False,False
CAND_000295,14,Leadership,BI,"['strong communication and interpersonal skills', 'business intelligence', 'workday reporting writer', 'poisson regression', 'cloud architecture patterns', 'privacypreserving learning', 'gradient boosted machines', 'affirmative action (aa)', 'report writing', 'strong understanding of the agile methodology', 'zenoss', 'tableau', 'power bi', 'excel', 'verbal feedback', 'data visualization']","strong communication and interpersonal skills, business intelligence, workday reporting writer, poisson regression, cloud architecture patterns, privacypreserving learning, gradient boosted machines, affirmative action (aa), report writing, strong understanding of the agile methodology, zenoss, tableau, power bi, excel, verbal feedback, data visualization",Master's in Computer Science,214588,236937,"Austin, TX, New York, NY",False,False
CAND_000296,12,Leadership,Data,"['data analysis', 'accm readon', 'quantitative advanced degree', 'pandas', 'graph ql', 'database scaling', 'missile defense', 'sql', 'platform development efforts', 'numpy', 'postdoc experience', 'wetlab and computing resources', 'applying uptodate expertise', 'python', 'statistics']","data analysis, accm readon, quantitative advanced degree, pandas, graph ql, database scaling, missile defense, sql, platform development efforts, numpy, postdoc experience, wetlab and computing resources, applying uptodate expertise, python, statistics",Master's in Computer Science,214296,239876,"Seattle, WA, Boston, MA",False,True
CAND_000297,7,Senior,Data,"['data analysis', 'sa360', 'tech trends', 'pandas', 'transport systems', 'sql', ""protecting god's children course"", 'numpy', 'probability theory', 'workstation down load', 'python', 'statistics', 'particle analyses']","data analysis, sa360, tech trends, pandas, transport systems, sql, protecting god's children course, numpy, probability theory, workstation down load, python, statistics, particle analyses",Master's in Computer Science,143145,167697,"Seattle, WA",False,False
CAND_000298,4,Mid Level,BI,"['business intelligence', 'data science libraries (nltk spacy transformers)', 'performancebased incentive compensation', 'tableau', 'power bi', 'business or accounting diploma', 'excel', 'strong analytical problem solving skills', 'data visualization']","business intelligence, data science libraries (nltk spacy transformers), performancebased incentive compensation, tableau, power bi, business or accounting diploma, excel, strong analytical problem solving skills, data visualization",Master's in Computer Science,98989,124804,"New York, NY, San Francisco, CA",False,True
CAND_000299,0,Internship,Backend,"['microservices', '* drug development', 'cloud data platforms', 'apis', 'java']","microservices, * drug development, cloud data platforms, apis, java",Bachelor's in Computer Science,43492,72346,"Remote, Seattle, WA, New York, NY",True,True
CAND_000300,4,Mid Level,Backend,"['microservices', 'operational data stores', 'data set analysis', 'personal and family sick time', 'apis', 'remote work experience', 'familiarity with labor laws', 'java', 'scala']","microservices, operational data stores, data set analysis, personal and family sick time, apis, remote work experience, familiarity with labor laws, java, scala",Bachelor's in Engineering,97473,128501,"New York, NY",False,True
CAND_000301,5,Mid Level,DE,"['gcp', 'publishing vendors', 'azure storage concepts', 'aws', 'etl', 'sas intrnet', 'hadoop', 'discount purchasing program', 'data engineering', 'operational risk', 'predictions', 'complex matters', 'airflow', 'spark']","gcp, publishing vendors, azure storage concepts, aws, etl, sas intrnet, hadoop, discount purchasing program, data engineering, operational risk, predictions, complex matters, airflow, spark",Bachelor's in Engineering,104298,128550,Remote,True,False
CAND_000302,4,Mid Level,Backend,"['pbmc isolation', 'microservices', 'ts/sci assessment and accreditation of enterprise it systems', 'apis', 'experience in defense and security sector', 'java', 'scala', 'sops']","pbmc isolation, microservices, ts/sci assessment and accreditation of enterprise it systems, apis, experience in defense and security sector, java, scala, sops",Master's in Computer Science,125158,160009,"San Francisco, CA, Seattle, WA, Austin, TX",False,False
CAND_000303,6,Senior,DE,"['gcp', 'study protocol', 'financial instruments', 'aws', 'etl', 'analytical insight', 'hadoop', 'automation processes', 'data engineering', 'production support teams', ""<li>master's degree</li>"", 'multicultural experience', 'airflow', 'spark', 'people/data analytics']","gcp, study protocol, financial instruments, aws, etl, analytical insight, hadoop, automation processes, data engineering, production support teams, <li>master's degree</li>, multicultural experience, airflow, spark, people/data analytics",Master's in Computer Science,144442,183508,"Seattle, WA, New York, NY, Remote",True,True
CAND_000304,15,Leadership,Data,"['data analysis', 'pandas', 'nextgeneration sequencing data', 'experience in leading externally funded research projects', 'sql', 'numpy', 'cloud technology', 'parttime studies program', 'nonregulated studies', 'python', 'statistics', 'googlecharts']","data analysis, pandas, nextgeneration sequencing data, experience in leading externally funded research projects, sql, numpy, cloud technology, parttime studies program, nonregulated studies, python, statistics, googlecharts",PhD in Machine Learning,198332,229076,"Remote, New York, NY",True,True
CAND_000305,14,Leadership,Backend,"['analytical systems', 'data ingestion and workflows', 'microservices', 'medical analytics', 'task assignment scheduling', 'thirdparty credit risk models', 'nosql data stores (mongodb)', 'multiuser versioned editing', 'dam', 'project management skills', 'apis', 'accessible data', 'agile product team', 'electrostatic devices', 'java', 'scala']","analytical systems, data ingestion and workflows, microservices, medical analytics, task assignment scheduling, thirdparty credit risk models, nosql data stores (mongodb), multiuser versioned editing, dam, project management skills, apis, accessible data, agile product team, electrostatic devices, java, scala",Master's in Computer Science,221200,242530,"Chicago, IL, Boston, MA",False,True
CAND_000306,7,Senior,DE,"['gcp', 'aws', 'research reporting systems', 'etl', '* incident response', 'hadoop', 'data engineering', 'salary expectation disclosure', 'wellness reimbursement', 'frontend development', 'system performance', 'airflow', 'building solutions', 'spark', 'scientific publishing']","gcp, aws, research reporting systems, etl, * incident response, hadoop, data engineering, salary expectation disclosure, wellness reimbursement, frontend development, system performance, airflow, building solutions, spark, scientific publishing",Master's in Computer Science,136276,174629,"Remote, New York, NY",True,False
CAND_000307,3,Mid Level,Backend,"['microservices', 'communication and teamwork skills to clearly communicate technical concepts with other teammates.', 'compliance reporting', 'apis', 'sql reporting tools', '3d development', 'research data analysis', 'java', 'scala', 'housing risks']","microservices, communication and teamwork skills to clearly communicate technical concepts with other teammates., compliance reporting, apis, sql reporting tools, 3d development, research data analysis, java, scala, housing risks",Master's in Computer Science,94973,131594,"Austin, TX, San Francisco, CA, New York, NY",False,False
CAND_000308,0,Internship,ML,"['nlp', 'high voltage capacitor bank equipment', 'tensorflow', 'machine learning', 'chess', 'audience targeting']","nlp, high voltage capacitor bank equipment, tensorflow, machine learning, chess, audience targeting",Bachelor's in Data Science,53319,77892,"Austin, TX, New York, NY, Chicago, IL",False,False
CAND_000309,2,Entry Level,BI,"['business intelligence', 'terraform', 'data gaps', 'tableau', 'power bi', 'snow flake', 'excel', 'data visualization', 'spiking neural networks']","business intelligence, terraform, data gaps, tableau, power bi, snow flake, excel, data visualization, spiking neural networks",Bachelor's in Data Science,78897,102056,"Austin, TX, Chicago, IL",False,False
CAND_000310,3,Mid Level,DE,"['gcp', 'ci/cd toolchains', 'aws', 'visual statistics (vs)', 'etl', 'hadoop', 'data engineering', 'laser equipment maintenance', 'ndc', 'protein purification', 'pharmacy procurement', 'analytics experience', 'airflow', 'spark']","gcp, ci/cd toolchains, aws, visual statistics (vs), etl, hadoop, data engineering, laser equipment maintenance, ndc, protein purification, pharmacy procurement, analytics experience, airflow, spark",Master's in Computer Science,129664,162050,"Remote, Seattle, WA, San Francisco, CA",True,True
CAND_000311,12,Leadership,Backend,"['intracranial electrical stimulation', 'microservices', 'database tuning', 'business objects enterprise and info view', 'sap p2p', 'background check', 'apis', 'career pathing', 'jupiter notebook', 'java', 'scala', 'systemsoriented research']","intracranial electrical stimulation, microservices, database tuning, business objects enterprise and info view, sap p2p, background check, apis, career pathing, jupiter notebook, java, scala, systemsoriented research",PhD in Machine Learning,231725,265843,"Austin, TX, San Francisco, CA",False,True
CAND_000312,13,Leadership,ML,"['blue ammonia plant design and configuration', 'nlp', 'efficient computing', 'randomization', 'deep learning', 'investor pitching', 'project budget management', 'cloud gcp ecosystem', 'uv detection', '3+ years in fortune 500', 'tensorflow', 'manufacturing equipment', 'revenue targets', 'machine learning', 'pytorch', 'ml concepts', 'computer vision', 'feedback iteration']","blue ammonia plant design and configuration, nlp, efficient computing, randomization, deep learning, investor pitching, project budget management, cloud gcp ecosystem, uv detection, 3+ years in fortune 500, tensorflow, manufacturing equipment, revenue targets, machine learning, pytorch, ml concepts, computer vision, feedback iteration",PhD in Machine Learning,182599,205275,"San Francisco, CA, Boston, MA",False,False
CAND_000313,0,Internship,ML,"['nlp', 'deep learning', 'experience with cloud services (aws rds s3 sqs sns)', 'machine learning', 'regulatory acceptance']","nlp, deep learning, experience with cloud services (aws rds s3 sqs sns), machine learning, regulatory acceptance",Bachelor's in Computer Science,53987,75865,"Seattle, WA, New York, NY, Remote",True,True
CAND_000314,1,Entry Level,DE,"['gcp', '18 years of experience', 'power designer', 'etl', 'hadoop', 'data engineering', 'scikit learn', 'airflow', 'solver theory and implementation']","gcp, 18 years of experience, power designer, etl, hadoop, data engineering, scikit learn, airflow, solver theory and implementation",Bachelor's in Data Science,79090,102779,"San Francisco, CA, Seattle, WA",False,True
CAND_000315,0,Internship,Backend,"['microservices', 'student recruitment', 'apis', 'java', 'numerical model data processing']","microservices, student recruitment, apis, java, numerical model data processing",Bachelor's in Computer Science,58264,89310,"Remote, Austin, TX",True,True
CAND_000316,4,Mid Level,Backend,"['electronic data transfers', 'microservices', 'source code version control', 'technical excellence', 'largescale distributed data systems', 'apis', 'java', 'scala']","electronic data transfers, microservices, source code version control, technical excellence, largescale distributed data systems, apis, java, scala",Bachelor's in Engineering,111396,150494,"Seattle, WA, Chicago, IL",False,True
CAND_000317,1,Entry Level,Data,"['data analysis', 'functions implementation', 'pandas', 'python', 'ph.d. in bioengineering biology engineering or a related field']","data analysis, functions implementation, pandas, python, ph.d. in bioengineering biology engineering or a related field",Bachelor's in Data Science,60426,89961,"Austin, TX",False,True
CAND_000318,12,Leadership,BI,"['business intelligence', 'productivity data', 'data archival strategy', 'redis / elasticache', 'snowplow', 'rodent work in the lung', 'navy erp', 'convolutional neural networks', 'tableau', 'power bi', 'it customer/stakeholder engagement', 'excel', 'company values promotion', 'data visualization', 'characterization']","business intelligence, productivity data, data archival strategy, redis / elasticache, snowplow, rodent work in the lung, navy erp, convolutional neural networks, tableau, power bi, it customer/stakeholder engagement, excel, company values promotion, data visualization, characterization",PhD in Machine Learning,254658,293052,"Chicago, IL",False,True
CAND_000319,6,Senior,DE,"['gcp', 'dna sequencing', 'aws', 'randomization', 'etl', 'hadoop', 'data engineering', 'robust data foundation', 'business kpis', 'data operations', 'excellent communication and presentation skills', 'medical insurance', 'azure data engineer', 'airflow', 'spark']","gcp, dna sequencing, aws, randomization, etl, hadoop, data engineering, robust data foundation, business kpis, data operations, excellent communication and presentation skills, medical insurance, azure data engineer, airflow, spark",Master's in Applied Mathematics,159065,190067,"Chicago, IL, San Francisco, CA",False,False
CAND_000320,4,Mid Level,DE,"['gcp', 'beam', 'aws', 'etl', 'hadoop', 'ms projects', 'data engineering', 'performance architecture', 'data blending', 'recommendations', ""master's or ph.d. degree"", 'airflow', 'spark']","gcp, beam, aws, etl, hadoop, ms projects, data engineering, performance architecture, data blending, recommendations, master's or ph.d. degree, airflow, spark",Master's in Computer Science,118436,140735,"Austin, TX, San Francisco, CA, Boston, MA",False,True
CAND_000321,6,Senior,BI,"['nlp production systems', 'business intelligence', 'realtime computer graphics', 'machine learning libraries: tensorflow pytorch', 'bonus scheme', 'tableau', 'biopharma manufacturing', 'power bi', 'excel', 'data observability', 'data visualization']","nlp production systems, business intelligence, realtime computer graphics, machine learning libraries: tensorflow pytorch, bonus scheme, tableau, biopharma manufacturing, power bi, excel, data observability, data visualization",Master's in Applied Mathematics,157916,179134,"Remote, New York, NY, Austin, TX",True,True
CAND_000322,6,Senior,ML,"['workstream management', 'nlp', 'iac (infrastructure as code)', 'deep learning', 'policy administration systems', 'information technologies', '1 year of related experience', 'laboratory techniques and procedures', 'solr', 'tensorflow', 'family practice', 'machine learning', 'trust intelligence', 'constructive outcomes', 'pytorch', 'computer vision']","workstream management, nlp, iac (infrastructure as code), deep learning, policy administration systems, information technologies, 1 year of related experience, laboratory techniques and procedures, solr, tensorflow, family practice, machine learning, trust intelligence, constructive outcomes, pytorch, computer vision",Master's in Computer Science,151753,179405,"Chicago, IL, Remote",True,False
CAND_000323,5,Mid Level,BI,"['business intelligence', 'margin optimization', 'childcare', 'tableau', 'effective communication organizational planning & administrative skills', 'power bi', 'linear modeling and simulation', 'excel', 'data visualization']","business intelligence, margin optimization, childcare, tableau, effective communication organizational planning & administrative skills, power bi, linear modeling and simulation, excel, data visualization",Master's in Computer Science,123313,148164,"Chicago, IL, San Francisco, CA",False,False
CAND_000324,0,Internship,DE,"['mixed models', 'etl', 'hadoop', 'data engineering', 'concurrent/distributed/parallel computing', 'publications in toptier nlp conferences']","mixed models, etl, hadoop, data engineering, concurrent/distributed/parallel computing, publications in toptier nlp conferences",Bachelor's in Computer Science,46709,68377,"Austin, TX, New York, NY",False,True
CAND_000325,15,Leadership,Backend,"['familiarity with salesforce platform api and data model', 'mass and energy balance analysis', 'microservices', 'selfservice data model', 'apis', 'lean principles', 'integrated photonics', 'memcache/redis', 'java', 'scala', 'strong background in clinical genomic data analysis and interpretation', 'gene regulation']","familiarity with salesforce platform api and data model, mass and energy balance analysis, microservices, selfservice data model, apis, lean principles, integrated photonics, memcache/redis, java, scala, strong background in clinical genomic data analysis and interpretation, gene regulation",PhD in Machine Learning,215706,248933,"San Francisco, CA",False,False
CAND_000326,11,Leadership,ML,"['spreadsheet manipulation', 'purview atlas api', 'nlp', 'deep learning', 'dev framework', 'disability', 'risk assessment', 'revenue assurance', 'tensorflow', 'fda drug approvals and supplements', 'machine learning', 'topological materials', 'written/verbal communication', 'streaming data pipelines', 'pytorch', 'computer vision']","spreadsheet manipulation, purview atlas api, nlp, deep learning, dev framework, disability, risk assessment, revenue assurance, tensorflow, fda drug approvals and supplements, machine learning, topological materials, written/verbal communication, streaming data pipelines, pytorch, computer vision",Master's in Computer Science,250766,290718,"Boston, MA, Austin, TX, Seattle, WA",False,True
CAND_000327,2,Entry Level,Backend,"['microservices', 'ml research', 'ilpa framework for limited partnership interests', 'apis', 'java', 'scala', 'mathematical reasoning']","microservices, ml research, ilpa framework for limited partnership interests, apis, java, scala, mathematical reasoning",Bachelor's in Computer Science,69338,96402,"Chicago, IL",False,False
CAND_000328,0,Internship,Backend,"['microservices', 'apis', 'sap analytics cloud integration', 'paid social', 'architecture documents', 'java', 'scala']","microservices, apis, sap analytics cloud integration, paid social, architecture documents, java, scala",Bachelor's in Computer Science,44593,82248,"Boston, MA",False,False
CAND_000329,13,Leadership,BI,"['business intelligence', 'aedes aegypti', '10+ years of related experience', 'effective time management skills', '* lambda', 'microservices oriented architecture', 'database design & implementation', 'tableau', 'power bi', 'data analysis tools: python sas sql', 'excel', 'prophet', 'workflow solutions', 'data visualization', 'supply chain processes']","business intelligence, aedes aegypti, 10+ years of related experience, effective time management skills, * lambda, microservices oriented architecture, database design & implementation, tableau, power bi, data analysis tools: python sas sql, excel, prophet, workflow solutions, data visualization, supply chain processes",Master's in Computer Science,183678,220566,"New York, NY",False,False
CAND_000330,3,Mid Level,BI,"['business intelligence', 'excel macros', 'visiopharm', 'itase', 'tableau', 'twilio segment', 'power bi', 'excel', 'project progress deadlines', 'data visualization']","business intelligence, excel macros, visiopharm, itase, tableau, twilio segment, power bi, excel, project progress deadlines, data visualization",Bachelor's in Engineering,118975,156550,"Austin, TX, Remote",True,False
CAND_000331,10,Senior,ML,"['nlp', '6  10 years of experience', 'streaming services', 'deep learning', 'object pose estimation', 'deequ', 'reliable machine learning capabilities', 'tensorflow', 'machine learning', 'pytorch', 'programming languages: r sas sql python vba', 'computer vision']","nlp, 6  10 years of experience, streaming services, deep learning, object pose estimation, deequ, reliable machine learning capabilities, tensorflow, machine learning, pytorch, programming languages: r sas sql python vba, computer vision",Master's in Applied Mathematics,165763,191838,"Seattle, WA, San Francisco, CA, Boston, MA",False,True
CAND_000332,1,Entry Level,Data,"['chemical tools', 'data analysis', '10+ years of experience in data engineering', 'marketing campaign management', 'pandas', 'sql', 'numpy', 'google analytics universal', 'python', 'statistics']","chemical tools, data analysis, 10+ years of experience in data engineering, marketing campaign management, pandas, sql, numpy, google analytics universal, python, statistics",Bachelor's in Computer Science,63616,89397,"Seattle, WA, Chicago, IL, Austin, TX",False,False
CAND_000333,6,Senior,Data,"['data analysis', 'microsoft apps', ""bachelor's degree in data science or related field"", 'excel (advanced)', 'pandas', 'technique discovery', 'accommodation for disability', 'sql', 'object selection', 'human services programs', 'numpy', ""bachelor's degree (analytics statistics information systems industrial engineering finance business math)"", 'core banking solutions', 'monitoring solutions', 'python', 'statistics']","data analysis, microsoft apps, bachelor's degree in data science or related field, excel (advanced), pandas, technique discovery, accommodation for disability, sql, object selection, human services programs, numpy, bachelor's degree (analytics statistics information systems industrial engineering finance business math), core banking solutions, monitoring solutions, python, statistics",Master's in Applied Mathematics,153710,178125,"San Francisco, CA, Austin, TX, Boston, MA",False,False
CAND_000334,7,Senior,DE,"['gcp', 'nursing licensure', 'aws', 'ltd', 'etl', 'hadoop', 'regulatory requirements', 'fcc model governance', 'data engineering', 'usp', 'mass cytometry', 'pinecone', 'airflow', 'spark']","gcp, nursing licensure, aws, ltd, etl, hadoop, regulatory requirements, fcc model governance, data engineering, usp, mass cytometry, pinecone, airflow, spark",Master's in Computer Science,147221,177439,"Boston, MA",False,True
CAND_000335,8,Senior,Data,"['identifying and monitoring priorities', 'data analysis', 'variable selection', 'federal energy regulatory commission accounts', 'durham energy institute', 'pandas', 'accountability', 'dcms', 'sql', 'numpy', 'mobile solutions', 'pentaho pdi', 'python', 'statistics', 'new zealand']","identifying and monitoring priorities, data analysis, variable selection, federal energy regulatory commission accounts, durham energy institute, pandas, accountability, dcms, sql, numpy, mobile solutions, pentaho pdi, python, statistics, new zealand",Master's in Computer Science,163951,202520,"Austin, TX, Remote, Seattle, WA",True,True
CAND_000336,10,Senior,ML,"['nlp', 'soc', 'deep learning', 'opensource data', 'industry knowledge and research', 'research paper authorship', 'data cataloging processes', 'tensorflow', 'letter of qualifications', 'machine learning', 'largescale ai platforms', 'pytorch', 'computer vision']","nlp, soc, deep learning, opensource data, industry knowledge and research, research paper authorship, data cataloging processes, tensorflow, letter of qualifications, machine learning, largescale ai platforms, pytorch, computer vision",Master's in Applied Mathematics,168684,204290,"Seattle, WA, New York, NY, Austin, TX",False,True
CAND_000337,8,Senior,Backend,"['microservices', 'tumor tissue processing', 'usp', 'ai techniques', 'memgraph', 'apis', 'civil or environmental engineering', 'laboratory measurements', 'java', 'scala', 'expendables']","microservices, tumor tissue processing, usp, ai techniques, memgraph, apis, civil or environmental engineering, laboratory measurements, java, scala, expendables",Master's in Applied Mathematics,158752,193627,"Boston, MA",False,False
CAND_000338,2,Entry Level,Data,"['data analysis', 'adoptive cell transfer', 'numpy', 'equality and fairness', 'statistics']","data analysis, adoptive cell transfer, numpy, equality and fairness, statistics",Bachelor's in Computer Science,64383,84892,"Boston, MA",False,True
CAND_000339,2,Entry Level,ML,"['experience analyzing data systems', 'nlp', 'broad knowledge', 'computer vision', 'quantum machine learning', 'machine learning', 'pytorch', 'sql server data tools']","experience analyzing data systems, nlp, broad knowledge, computer vision, quantum machine learning, machine learning, pytorch, sql server data tools",Bachelor's in Data Science,63972,91716,"Boston, MA, New York, NY, San Francisco, CA",False,True
